no,filename,product,category,kind,in_stock,group,prompt
76,mushroomsoup.jpg,Mushroom Soup,Food,food,YES,A-missing,"Mushroom Soup plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
77,pennysliverosin.jpg,Penny’s Live Rosin,Concentrate,concentrate,YES,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
78,pumpkinsoup.jpg,pumpkin soup,Food,food,YES,A-missing,"pumpkin soup plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
79,rawclassic14tip.jpg,Raw Classic 1/4  + Tip,Accessories,gear,YES,A-missing,"Raw Classic 1/4  + Tip, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
80,scrambleegg.jpg,Scramble Egg,Food,food,YES,A-missing,"Scramble Egg plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
81,hashkushcookiesfullspec.jpg,Hash Kush Cookies Full Spec,Concentrate,concentrate,YES,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
82,icecreametestick.jpg,Ice Cream Ete Stick,Snack,food,YES,A-missing,"Ice Cream Ete Stick plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
83,rawtip.jpg,raw tip,Equipment,gear,YES,A-missing,"raw tip, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
84,monsterenergy.jpg,Monster Energy,Drink,drink,YES,A-missing,"Monster Energy served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
85,nolabarnicvape.jpg,NOLA BAR NIC VAPE,Nicotine,vape,YES,A-missing,"one sleek cannabis vape cartridge standing upright, amber oil visible through a small glass window, a soft reflection beneath it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
86,sourbelt1piece.jpg,sour belt 1 piece,Edible,edible,YES,A-missing,"sour belt 1 piece, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
87,bowlglass.jpg,Bowl glass,Equipment,gear,YES,A-missing,"Bowl glass, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
88,pt33.jpg,Pt.33,,other,YES,A-missing,"Pt.33, presented simply so the product itself is unmistakable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
89,slimjimpocketspp.jpg,slimjim pockets pp,Accessories,gear,YES,A-missing,"slimjim pockets pp, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
90,taco.jpg,Taco,Food,food,YES,A-missing,"Taco plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
91,zynnicotinelow.jpg,Zyn nicotine low,Nicotine,nicotine,YES,A-missing,"Zyn nicotine low standing upright, its shape and proportions clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
92,bacon.jpg,bacon,Food,food,YES,A-missing,"bacon plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
93,castowncraftsodamixflavors.jpg,Castown craft soda mix flavors,Drink,drink,YES,A-missing,"Castown craft soda mix flavors served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
94,quesadilla.jpg,Quesadilla,Food,food,YES,A-missing,"Quesadilla plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
95,beerthai.jpg,"Beer Thai (Chang,Singha,Leo)",Beer,beer,YES,A-missing,"Beer Thai (Chang,Singha,Leo) poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
96,brrberrykief.jpg,BRR Berry Kief,Concentrate,concentrate,YES,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
97,cbdforcats150mg.jpg,Cbd For Cats 150 Mg,CBD,cbd,YES,A-missing,"Cbd For Cats 150 Mg, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
98,cigarweed2g.jpg,Cigar weed 2g,joint,preroll,YES,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
99,coconutjuice400ml.jpg,Coconut Juice 400 Ml.,Drink,drink,YES,A-missing,"Coconut Juice 400 Ml. served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
100,doinksrollingglue.jpg,Doinks Rolling Glue,Equipment,gear,YES,A-missing,"Doinks Rolling Glue, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
101,doubleburger.jpg,Double Burger,Food,food,YES,A-missing,"Double Burger plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
102,geminilastbite.jpg,gemini last bite,Edible,edible,YES,A-missing,"gemini last bite, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
103,mimosaorangekief.jpg,Mimosa Orange Kief,Concentrate,concentrate,YES,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
104,sugartitskief.jpg,Sugar Tits Kief,Concentrate,concentrate,YES,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
105,whalecan.jpg,Whale Can,Beer,beer,YES,A-missing,"Whale Can poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
106,cannopicbdsoothingoil10mg.jpg,Cannopi Cbd soothing oil 10mg,CBD,cbd,YES,A-missing,"Cannopi Cbd soothing oil 10mg, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
107,chickenicecreamwaffle.jpg,Chicken / Icecream Waffle,Food,food,YES,A-missing,"Chicken / Icecream Waffle plated on dark ceramic seen from a high angle, fresh and steaming, styled like a bar-kitchen menu photograph. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
108,grindercartoon.jpg,Grinder Cartoon,Accessories,vape,YES,A-missing,"one sleek cannabis vape cartridge standing upright, amber oil visible through a small glass window, a soft reflection beneath it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
109,honeylagercan.jpg,honey lager can,Beer,beer,YES,A-missing,"honey lager can poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
110,rastamonkief.jpg,Rastamon Kief,Concentrate,concentrate,YES,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
111,ravenipa.jpg,Raven IPA,Beer,beer,YES,A-missing,"Raven IPA poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
112,seedsiamseedbank.jpg,Seed Siam seed bank ( Sofem - Walipini ),Seed,seed,YES,A-missing,"a few cannabis seeds with dark tiger-striped shells on a piece of slate beside a tiny glass vial. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
113,sourbubbleshash.jpg,Sour Bubbles Hash,Concentrate,concentrate,YES,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
114,thaiteagreentea.jpg,Thai tea / Green tea,Drink,drink,YES,A-missing,"Thai tea / Green tea served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
115,wilaweizen.jpg,wila weizen,Beer,beer,YES,A-missing,"wila weizen poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
116,yaksapaleale.jpg,Yaksa Pale Ale,Beer,beer,YES,A-missing,"Yaksa Pale Ale poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
117,yaksasessionipa.jpg,Yaksa Session IPA,Beer,beer,YES,A-missing,"Yaksa Session IPA poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
118,aceagavelime.jpg,ACE Agave Lime,Beer,beer,YES,A-missing,"ACE Agave Lime poured into a clean glass beside its chilled can, a good head on the beer, condensation on both. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
119,bongxl.jpg,Bong XL ( 50 cm ),Accessories,gear,YES,A-missing,"Bong XL ( 50 cm ), a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
120,cbdoilfordogs150mg.jpg,Cbd Oil For Dogs 150 Mg,CBD,cbd,YES,A-missing,"Cbd Oil For Dogs 150 Mg, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
121,cookie50mg.jpg,Cookie 50 Mg,Edible,edible,YES,A-missing,"Cookie 50 Mg, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
122,durbanpoisonjoint.jpg,Durban Poison Joint,Pre-Roll,preroll,YES,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
123,grinderphoenixstarsilver.jpg,Grinder Phoenix star Silver,Accessories,gear,YES,A-missing,"Grinder Phoenix star Silver, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
124,9livetraysizel.jpg,9live TRAY Size L,Equipment,gear,YES,A-missing,"9live TRAY Size L, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
125,auraclnightcbn100mgcbd500mg.jpg,Auracl Night [cbn 100mg/cbd 500mg],CBD,cbd,YES,A-missing,"Auracl Night [cbn 100mg/cbd 500mg], a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
126,bongphoenixsizel.jpg,Bong Phoenix Size L,Accessories,gear,YES,A-missing,"Bong Phoenix Size L, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
127,bongphoenixstarsizem.jpg,Bong Phoenix star size M,Accessories,gear,YES,A-missing,"Bong Phoenix star size M, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
128,bongphoenixstarsizes.jpg,Bong Phoenix star size S,Accessories,gear,YES,A-missing,"Bong Phoenix star size S, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
129,bongsmallsize.jpg,Bong small size ( 25 cm ),Accessories,gear,YES,A-missing,"Bong small size ( 25 cm ), a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
130,cannabistea.jpg,cannabis tea,CBD,drink,YES,A-missing,"cannabis tea served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
131,cbdbalmgel.jpg,Cbd Balm Gel (ยาหมองเจล Cbd),CBD,cbd,YES,A-missing,"Cbd Balm Gel (ยาหมองเจล Cbd), a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
132,cbdborneooil.jpg,Cbd Borneo Oil (Cbd พิมเสนน้ำ),CBD,cbd,YES,A-missing,"Cbd Borneo Oil (Cbd พิมเสนน้ำ), a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
133,cbdmassageoil.jpg,Cbd Massage Oil,CBD,cbd,YES,A-missing,"Cbd Massage Oil, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
134,cbdoilfullspectrum1000mg.jpg,Cbd oil full spectrum 1000 mg,CBD,cbd,YES,A-missing,"Cbd oil full spectrum 1000 mg, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
135,cbdvitus10f.jpg,CBD VITUS 10F,CBD,cbd,YES,A-missing,"CBD VITUS 10F, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
136,cbdvtrus5f.jpg,CBD VTRUS 5F,CBD,cbd,YES,A-missing,"CBD VTRUS 5F, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
137,durbanzjoint.jpg,Durban Z Joint,Pre-Roll,preroll,YES,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground bright lime-green flower beside it. Strain: Durban Z Joint (Sativa-dominant Hybrid, THC 20-27%), tasting of lemon, citrus, candy. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
138,elevenrosekief.jpg,Eleven Rose Kief,Concentrate,concentrate,YES,A-missing,"a small clear glass jar of cannabis concentrate, a metal dab tool lifting a thick glossy amber strand, the resin glowing warm where light passes through. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
139,greenbirdcbdsoftgel.jpg,greenbird cbd softgel,CBD,cbd,YES,A-missing,"greenbird cbd softgel, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
140,guantanamerahabana.jpg,Guantanamera habana,Cigar,nicotine,YES,A-missing,"Guantanamera habana standing upright, its shape and proportions clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
